country,type,2002,2003,2005,2006,2007,2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Argentina,Gold,,,,,,,,,,,,,,,176.69568117945948,192.748406877,
Argentina,Lead,,,,,,,,,,,,,,,,117934.0162,
Argentina,Silver,,,,,,,,,,,,,,,3547.6516507796214,2272.809608433,
Argentina,Zinc,,,,,,,,,,,,,,,,48987.97596,
Australia,Alumina,,,,,,,,,,,,,,,1409000000.0,398200000.0,2264700000.0
Australia,Cobalt,,,,,,,,,,,,,,184600000.0,,41400000.0,
Australia,Copper,,,,,,,,,,,,300000.0,3900000.0,607813.7758,9930200.0,563022000.0,510900.0
Australia,Diamonds,,,,,,,,,,,,,,16000000.0,,,
Australia,Gold,2.8349523130000005,,,,25.089327855,,,,10.972796275242,103.87729973478687,44.083508265,,4100000.0,703.0681704,5400993.319318438,583549033.7359324,796601.5061757839
Australia,Ilmenite,,,,,,,,,,,,,,,,231000000.0,
Australia,Iron,,,,,,,,,,,,61900000.0,,1271698113.2075472,2824000000.0,,2264700000.0
Australia,Lead,,,,,,,,,,,,2700000.0,1900000.0,,34140000.0,199549000.0,
Australia,Lithium,,,,,,,,,,,,,,,,8199999.999999999,
Australia,Manganese,,,,,,,,,,,,,,,66800000.0,,
Australia,Me.Ca,,,,,,,,,,,,,,184600000.0,,,
Australia,Me.Mg,,,,,,,,,,,,,,184600000.0,,,
Australia,Me.WO3,,,,,,,,,,,,,,,160000.0,,
Australia,Nickel,,,,,,,,,,,,,,184600000.0,,147650000.0,
Australia,Nm.P,,,,,,,,,,,,,,,,,2246000000.0
Australia,Nm.SiO2,,,,,,,,,,,,61900000.0,,,,398200000.0,2264700000.0
Australia,O.TiO2,,,,,,,,,,,,,,,,231000000.0,
Australia,Silver,,,,,,,,,,,,2700000.0,4100000.0,,34001020.58283268,739549124.7379018,19.135928025
Australia,Tin,,,,,,,,,,,,,,,,,181000.0
Australia,Uranium,,,,,,,,,,,,,,,4900000.0,561000000.0,
Australia,Zinc,,,,,,,,,,,,2700000.0,1900000.0,,34290000.0,199549000.0,
Australia,Zircon,,,,,,,,,,,,,,,,231000000.0,
Bosnia and Herzegovina,Iron,,,,,,,,,,,,,,,,12000000.0,
Brazil,Alumina,,,,,,,,,,,,,,,48000000.0,100000000.0,
Brazil,Copper,,,,,,,,,,,,,,,,1259462900.0,
Brazil,Gold,48.194189321,,,,,,,,,,,,,,284.2890169157,1257700201.3269732,
Brazil,Iron,,,,,,,,,,,,,,,3180700000.0,18946100000.0,
Brazil,Manganese,,,,,,,,,,,,,10100000.0,,,21400000.0,
Brazil,Me.KCl,,,,,,,,,,12900000.0,,,,,,,
Brazil,Nickel,,,,,,,,,,,,,,,787000.0,113300000.0,
Brazil,Niobium,,,,,,,,4300000.0,,,1100000.0,,,,,,
Brazil,Nm.S,,,,,,,,,,,,,,,370584.96629,,
Brazil,Nm.SiO2,,,,,,,,,,,,,,,,100000000.0,
Brazil,Phospahe,,,,,,,,239200000.0,,980200000.0,112000000.0,,,,,,
Canada,Copper,,,,,,,,,,,,,,,535500000.0,17268109.912174974,
Canada,Diamonds,,,,,,,,,,,,,,,12000000.0,,
Canada,Gold,,1.559223765,,149.08773108555437,0.453592368,,,,,,,,,,54.544482252,27127685.37806805,49.214771928000005
Canada,Iron,,,,,,,,,,,,,,,545000000.0,2405000000.0,
Canada,Lead,,,,,,,,,,,,,,,,89113.66419494001,
Canada,Molybdenum,,,,,,,,,,,,,,,535500000.0,,
Canada,Silver,,,318.223395675,,,,,,,,,,,,,17227685.77496137,
Canada,Zinc,,,,,,,,,,,,,,,,17364393.69584851,
Chile,Copper,,,,,,,,,,,191600000.0,,229200.224561,,11998635173.625383,6782170000.0,
Chile,Gold,,,,,,,,,293.162417343,,,,398.31079815,,893100682.9683585,2901400133.2909527,
Chile,Iron,,,,,,,,,,,,,,,,392300000.0,881500000.0
Chile,Molybdenum,,,,,,,,,,,,,,,2852891000.0,2901400000.0,
Chile,Silver,,,,,,,,,,,,,17202.4905564,,1400002695.047404,2037.281776289,
Chile,Zinc,,,,,,,,,,,,,,,,0.049441528,
China,Alumina,,,,,,,,,,,,,,,,252840000.0,
China,Copper,,,,,,,,,,,,,,,1267127.0,,
China,Gold,,,,,,,,,,,,,,,13.221,,
China,Manganese,,,,,,,,,,,,,,,,80270000.0,
China,Nm.SiO2,,,,,,,,,,,,,,,,252840000.0,
China,Zinc,,,,,,,,,,,,,,,1517663.0,,
Colombia,Copper,,,,,,,,,,,,,,,1323830.33910578,,
Colombia,Gold,,,,,,,,,,,,,,,97.83364844862746,,
Colombia,Nickel,,,,,,,,,,,,,,,,32000000.0,
Cote d'Ivoire,Gold,,,,,,,,,,,,,,,26.9320469735,,6.917283612
Cuba,Cobalt,,,,,,,,,,,,,,,,66800.0,
Cuba,Nickel,,,,,,,,,,,,,,,,595100.0,
DR Congo,Cobalt,,,,,,,,,,,,,,,,254029000.0,
DR Congo,Copper,,,,,,,,,,,,,,,24892643.0,254594000.0,
DR Congo,Gold,,,,,,,,,,,,,,,236.24602608333333,,
Dominican Republic,Gold,,,,,,,,,,,,,,,309.57679116,,
Dominican Republic,Silver,,,,,,,,,,,,,,,1986.92356866,,
Ecuador,Gold,,,,,,,,,445.626152037,,,,,,,,
Egypt,Gold,,,,,,,,,,,,,,226.79618504,,,
Finland,Cobalt,,,,,,,,,,,,,,,129900000.0,,
Finland,Copper,,,,,,,,,,,,,,2100000.0,129900000.0,,
Finland,Gold,,,,,,,,,,,,,,2100000.0,129900000.0,116.119646208,
Finland,Nickel,,,,,,,,,,,,,,,129900000.0,,
Finland,Nm.S,,,,,,,,,,,,,,2100000.0,,,
Finland,Palladium,,,,,,,,,,,,,,,128600000.0,,
