country,type,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brazil,Nickel,,,,10200.0,6300.0,513000.0,409500.0,538200.0,497400.0,549200.0,507500.0,557200.0,1785698.7,3036867.6,3887432.5,2304296.4,3937940.2,4028311.2,4426884.0,7307862.0,4717900.0,4483994.0,4244600.0
Brazil,Niobium,,,,,,562400.0,571600.0,727100.0,800100.0,857200.0,772700.0,911800.0,1213400.0,,,,,,,,,,
Brazil,Phosphate,,,,,,,,,,1037800.0,982100.0,,4464000.0,4815000.0,4772000.0,4730000.0,,,,,,,
Brazil,Potash,,,,,,,,641000.0,731000.0,671000.0,607000.0,717000.0,662000.0,625000.0,549000.0,492000.0,,,,,,,
Brazil,Silver,,,,,,,,,,,,,,7.875,8.688,10.141,9.235,8.538,8.069,,,,
Brazil,Sodium,,,,,,,,,,56700.0,10200.0,,,,,,,,,,,,
Canada,Bulk,,,4940888.0,13333249.0,13843129.0,12559580.0,13141650.0,11775811.0,16081080.0,16856463.0,18211211.0,12144919.0,15056796.0,18884317.0,15186410.0,19866326.0,18945952.0,37637507.0,38618390.0,38440954.0,34514884.0,37279725.0,
Canada,Cobalt,,,,,,,,,,,,,,,600.0,700.0,800.0,800.0,1000.0,800.0,900.0,700.0,
Canada,Copper,,,85212354.202,79212368.731,76302068.119,67778760.368,66139522.1,50979735.8,45864393.6,43089475.702,465683.859,348780.10599999997,42846200.926,42661368.433,45749746.667,45289542.779,50373160.99,47712680.372,49954731.312,52666541.787,52220872.488,230303.563,
Canada,Diamonds,,,,,0.912,1.852,2.886,2.558,2.606,3.195,2.682,1.918,2.0620000000000003,1.961,1.892,1.449,1.447,1.281,1.332,1.497,1.453,,
Canada,Gold,,,311681.005,521465.812,3123430.253,11742777.973,18807785.055,9874965.878,22663945.853,26734677.626,7143115.28,9258366.304,9990122.018,9631363.387,7235692.438,7858588.89,9107336.744,10400946.879,10470161.379,10253474.758,10934426.257,3998187.047,4388003.182
Canada,Iron,,,,14562000.0,12758000.0,14225000.0,11139000.0,15647000.0,16080000.0,13229000.0,15830000.0,13844000.0,14710000.0,66572000.0,70755000.0,85668000.0,96720000.0,105226000.0,103005000.0,102261000.0,101870000.0,106226048.0,26065456.8
Canada,Lead,,,,,,,,,79000.0,70000.0,70000.0,66000.0,60000.0,57000.0,50900.0,13500.0,,,,,939.849,7509.498,
Canada,Molybdenum,,,,,2449.399,3311.224,4853.438,2857.632,1859.729,1859.729,1905.088,2993.71,3129.787,3583.38,4535.924,2766.913,2358.68,1542.214,2449.399,4218.409,3946.254,,
Canada,Nickel,,,,2116662.8,2016533.9,2160969.5,2493303.2,2611752.5,3412708.5,3742323.2,3478096.0,2401657.8,2324993.2,2140258.3,2013866.1,2020777.5,1959033.3,1955998.6,1886862.7,1773823.1,1216856.9,1043112.2,
Canada,Palladium,,,,,,,,,,,,,,,,,4.634,4.883,5.381,4.23,3.701,3.484,
Canada,Platinum,,,,,,,,,,,,,,,,,2.55,2.364,2.799,2.333,1.804,1.586,
Canada,Rhodium,,,,,,,,,,,,,,,,,0.124,0.156,0.187,0.187,0.124,0.124,
Canada,Silver,,,106.991,172.461,209.808,212.213,214.646,136.957,359.5,335.907,317.719,299.425,277.257,254.615,229.713,242.03,171.32600000000002,187.728,203.181,213.969,197.723,207.316,
Canada,Zinc,,,67588.515,118615.077,103459.392,92505.198,101198.4,76545.0,3754183.0,3723577.0,3587055.0,2864886.0,2921744.0,3091194.0,427637.0,327606.199,260418.518,244257.882,258725.72,285396.566,235381.73,265793.166,
Chile,Bulk,,,511035.0,132596.0,314428.0,451015.0,442003.0,366232.0,388595.0,351429.0,1771216.0,2033362.0,11748263.0,28704024.0,73782330.0,101534767.0,86319610.0,99349152.0,88130987.0,140365216.0,126549066.0,1976355.0,
Chile,Copper,,,236948557.037,275636569.964,256876227.786,363462799.099,205862009.139,185731301.463,204972927.197,237686370.748,234658742.004,228996817.245,296397365.405,254469925.025,271897491.344,294686889.163,280067827.906,301049692.928,319112155.321,235366740.48,238295050.474,234407976.627,8096400.0
Chile,Gold,,,1.216,3.371,4.851,4644013.596,3769013.707,9250014.1,17583017.113,18107016.338,17321024.467,18263025.283,18914026.603,17531036.792,21401039.71,18236041.201,16900035.993,12261032.029,6059033.432,30.652,31.213,20.229,
Chile,Iron,,,,,,,,,,,,,,10563000.0,10336000.0,10750000.0,13613000.0,13945000.0,13804000.0,13078000.0,11064000.0,5813000.0,
Chile,Molybdenum,,,24944.0,24238.0,27701.0,31873.0,40371.377,44785.858,37112.433000000005,38118.749,28124.151,29235.028,30664.218999999997,23435.454,31877.0,32039.0,38527.0,37784.0,47765.391,55368.248,49741.916,11600.0,
Chile,Oxide,,,,,,13739000.0,13493000.0,13974000.0,14036100.0,13868600.0,14251700.0,14037600.0,13604100.0,906800.0,2733600.0,10385200.0,10312800.0,6605300.0,,,,,
Chile,Silver,,,28.236,93.113,172.584,529.295,532.578,425.92,550.796,741.037,705.305,643.1659999999999,615.305,944.45,761.353,639.654,1071.745,453.46,420.74,952.254,1026.346,186.657,
Chile,Sulphide,,,,,,7288000.0,6790000.0,5950000.0,6008400.0,5394700.0,5623800.0,5749100.0,5314900.0,32535900.0,17293800.0,4329600.0,4402400.0,2835500.0,,49339600.0,59207400.0,39211300.0,65915300.0
China,Bauxite,,,,,1648000.0,2114000.0,2351500.0,2864000.0,,,6885000.0,10656800.0,12730000.0,13564600.0,17265400.0,19003000.0,17092000.0,17857800.0,14493000.0,16983000.0,17091000.0,14441000.0,
China,Copper,,,,,,577.0,3087.0,19869.0,39968.0,45550.0,57325.66,76062.77,75883.7,78790.31,98001.02,118970.0,133477.0,143595.0,147931.0,175154.0,176116.0,,
China,Gold,,,,,,10.629,12.738,15.022,18.21,20.681,23.556,22.991,22.773000000000003,20.6,21.266,17.035,19.148,18.641,18.128,14.776,6.352,,
China,Iron,,,,,,,,,,,,,,,,,,,,,3674819.0,,
China,Lead,,,,,,,,,1272.0,,,,,,,,,,,28425.0,26585.0,,
China,Manganese,,,,,,,,,,,,,,,1926790.0,1963905.0,2406058.0,1592866.0,2187495.0,2383579.0,2510310.0,2422684.0,
China,Silver,,,,,,,,,33.586,,53.298,50.987,78.611,101.014,120.592,121.592,118.592,126.592,123.592,128.803,101.636,,
China,Zinc,,,,,,,,,26456.0,38556.0,23844.91,29274.61,34319.22,32919.88,34037.759999999995,70007.0,93861.0,144285.0,173914.0,174717.0,176987.0,,
Colombia,Nickel,,,,31831.832,40440.44,46946.947,49149.149,51351.351,51551.552,51051.051,41841.842,50550.551,49649.65,40040.04,48948.949,50850.851,44344.344,40440.44,36836.837,36536.537,3793517.573,2325776.296,
Cote d'Ivoire,Bulk,,,,,,,,,,,,,,,21800000.0,1896000.0,1974000.0,4990000.0,1519000.0,2035000.0,,,
Cote d'Ivoire,Gold,,,,,,,,,,,,,,1.728,2.865,2.81,2.954,3.732,4.292,3.981,1019285.573,1650755.483,1987560.675
Cote d'Ivoire,Silver,,,,,,,,,,,,,,,,,,0.591,0.56,0.467,0.544,,
Cuba,Cobalt,,,2854.0,2942.0,3065.0,3141.0,3325.0,3391.0,3311.0,3573.0,3428.0,3721.0,3706.0,3854.0,3792.0,3210.0,3210.0,3733.0,3693.0,3601.0,3234.0,3376.0,
Cuba,Laterite,,,,,,,,,,,,,3600000.0,3590000.0,3400000.0,3200000.0,3540000.0,3470000.0,3180000.0,3440000.0,4210000.0,4550000.0,
Cuba,Nickel,,,28070.0,29226.0,31694.0,31106.0,31788.0,31878.0,30212.0,31392.0,32408.0,33599.0,33972.0,34572.0,34263.0,32909.0,32909.0,33705.0,32927.0,31523.0,30708.0,33108.0,
DR Congo,Bulk,,,,,,,,,,473090.0,601505.0,6704704.0,9747172.0,11264740.0,12806000.0,13231000.0,13073000.0,12657000.0,,,1143700.0,1418188.0,
DR Congo,Cobalt,,,,,,,,,,132.0,565.0,720.0,25105.0,25160.0,25304.0,31796.0,34419.0,39758.0,27891.0,28538.0,43152.0,47270.0,
DR Congo,Copper,,,,,,,,,,3740073.0,6611944.0,172732.0,270249.0,988021.0,2174757.0,4576081.0,4165969.0,3984843.0,3648591.0,2929587.0,4362789.0,1162672.0,
DR Congo,Gold,,,,,,,,,,,,,,,,888891.52,5555570.931,6888907.207,7333349.632,7555572.884,8222244.869,,
DR Congo,Oxide,,,,,1195000.0,711000.0,669000.0,981000.0,520000.0,352000.0,140000.0,0.0,327000.0,,,,,,,,,,
DR Congo,Sulphide,,,,,,,,,,,,8068000.0,5425000.0,,,,,,,,,,
Dominican Republic,Gold,,,,,,,,,,,,,,,,4429275.284,6711701.473,6916696.652,7545036.287,7985033.695,8346697.119,,
Dominican Republic,Nickel,,,,,,,,,4129700.0,4129100.0,2718800.0,0.0,0.0,1113500.0,15200.0,9400.0,,,,,,,
Egypt,Gold,,,,,,,,,,,,,,,,,,,11968017.137,17235016.939,24374014.692,,
Finland,Bulk,,,,,,,,,,,,960365.0,960365.0,1030764.0,4228365.0,8630224.0,9244400.0,10241038.0,11235732.0,11664626.0,11442335.0,1590902.0,
Finland,Cobalt,,,,,,,,,,,,,,,,,,,,587.0,869.0,,
Finland,Copper,,,,,,,,,,,,,,,8094.0,29629.0,31839.0,41085.0,47488.0,53144.0,46755.0,,
Finland,Gold,,,,,,,,,,,,2.033,3.572,4.063,5.129,4.476,4.3740000000000006,5.805,6.679,6.894000000000001,6.583,5.267,
Finland,Nickel,,,,,,,,,,,,,,,3875.0,8963.0,9433.0,8805.0,11099.0,13777.0,14466.0,,
Finland,Palladium,,,,,,,,,,,,,,,0.345,0.697,0.736,0.713,0.853,1.021,1.157,,
Finland,Platinum,,,,,,,,,,,,,,,0.391,0.86,0.965,0.903,1.116,1.418,1.576,,
Finland,Silver,,,,,,,,,,,,,,,,0.17,0.198,0.312,0.34,0.369,0.369,0.369,
Finland,Zinc,,,,,,,,,,,,,,,,21679.0,19762.0,23520.0,23277.0,19079.0,23727.0,,
Gabon,Manganese,,,,,,,,,,,,,,,551646.0,635539.0,695596.0,375508.0,0.0,1206840.0,1570756.0,1910165.0,
Ghana,Bauxite,,,,,,,,,,,440000.0,796000.0,,,,,,,,,,,
Ghana,Gold,,,,,,,10330820.072,10864726.148,12020344.309,17206085.076,20201436.535,18416501.65,18430304.431,24374388.676,28868556.335,34316675.899,39718563.32,30811810.357,27945129.748,29990944.983,35445111.205,26455632.162,5631712.338
Ghana,Oxide,,,,,,,,,,,,,,,2444000.0,836887.0,47792.0,,,,,,
Guatemala,Bulk,,,,,,,,116000.0,1088800.0,1772600.0,1845000.0,2161000.0,1599700.0,1685600.0,1936300.0,1941900.0,1933900.0,1310000.0,1006000.0,,,,
Guatemala,Gold,,,,,,,,0.743,5.007,7.066,7.508,8.549,9.209,11.893,6.447,6.288,5.8,5.588,3.88,0.122,,,
Guatemala,Lead,,,,,,,,,,,,,,,,,,10500.0,10300.0,4300.0,,,
Guatemala,Silver,,,,,,,,4.808,49.71,88.24,99.912,129.267,194.661,273.03,204.66,219.103,226.878,806.567,779.762,274.991,,,
Guatemala,Zinc,,,,,,,,,,,,,,,,,,17500.0,17400.0,7200.0,,,
Guinea,Bauxite,,,,11987000.0,12041000.0,12060000.0,,,,,18381000.0,15616000.0,17106000.0,17440000.0,17823000.0,18763000.0,19182000.0,18114000.0,19561000.0,18533000.0,18050000.0,7205000.0,
Guinea,Gold,,,,,,,4586404.151,6823537.205,8235302.538,9764715.339,10117658.106,10352951.539,10352950.105,11411773.305,11882361.238,12000008.938,11882362.672,11764714.505,12117655.638,11647069.806,10470596.071,,
Guyana,Bauxite,,,,,,,,,,,1777778.0,1333333.0,823000.0,1328000.0,1566000.0,1358000.0,1237000.0,1176000.0,1094000.0,1044000.0,1394000.0,1412000.0,
Guyana,Gold,,,,,,,,,,,,,,,,,,,356773.08,783292.748,996531.183,811665.807,371531.733
Honduras,Gold,,,,,,,,7796255.8,9189283.545,2608052.603,2827495.485,,,,,,,,,,,,
India,Alumina,,,,,,,,,290331.563,469440.72,541728.0549999999,402848.384,364003.056,490387.928,682140.5700000001,425024.473,221440.695,402812.28,484834.735,529397.22,521127.8,211134.0,
India,Bauxite,,,,,,,,,631122.0,997445.0,5833718.0,5571699.0,5665317.0,5894624.0,6508080.0,6355398.0,6764832.0,6599830.0,7373897.0,7963470.0,8196349.0,7692546.0,
India,Bulk,,,,,,,,,4795124.0,5139915.0,5783099.0,6680698.0,7101872.0,7539999.0,8041881.0,8621863.0,9290233.0,9362659.0,10452949.0,11881240.0,12614866.0,13785170.0,
India,Iron,,,,,,,,,,,,,,,10700000.0,2800000.0,1500000.0,600000.0,5000000.0,9900000.0,6000000.0,4360000.0,
India,Lead,,,,,,,,,60332.144,67586.192,77969.848,85739.23,86115.159,91471.622,86883.58799999999,97807.084,104957.476,108378.688,125868.512,145698.272,174373.0,207190.0,
India,Zinc,,,,,,,,,469692.87,506224.272,549744.341,679861.477,679940.996,772439.239,731105.546,773494.584,781804.771,803294.48,706341.366,789131.4079999999,773010.0,728498.0,
Indonesia,Bauxite,,,1150776.0,1237006.0,1283485.0,1262705.0,1330827.0,1441899.0,1501937.0,1251147.0,1152322.0,783097.0,104692.0,32748.0,194190.0,947721.0,417292.0,201517.0,241202.0,705322.0,1102385.0,1726734.0,
Indonesia,Bulk,,,,,,,,15000000.0,7658747.0,1049470.0,277428.0,622100.0,602563.0,325035.0,7753409.0,7877243.0,1116845.0,716000.0,416000.0,564000.0,679000.0,,
Indonesia,Copper,,,742394.632,723116.956,834156.368,967512.526,808301.604,1025889.863,786982.762,743211.098,630493.3940000001,951591.433,835517.146,528435.111,386460.699,493962.091,366049.04299999995,565176.093,706969.068,577150.932,2195553.906,351210.655,
Indonesia,Gold,,,81.24799999999999,124.087,111.018,125.153,79.824,130.868,75.43,26801515.249,69212163.075,110732951.86,25555922.43,6707000.729,1223859.578,27311304.04,63438734.244,91859515.498,66.945,3313823.715,10996455.267,13300049.961,6100009.072
Indonesia,Nickel,,,,,,3965318.1,4430475.0,5153787.6,5246705.5,5368519.5,4773115.7,3670679.6,4259520.0,3923036.0,6056157.6,6985654.0,4478380.9,4787410.6,4798864.4,4688250.1,4600752.0,5448449.4,
Indonesia,Silver,,,,120.68,139.318,140.894,,2.27,10.897,10.88,2.139,9.466,4.463,7.106,24.894,27.497,2.021,13.717,9.051,12.504,13.266,11.589,
Ireland,Bulk,,,2167000.0,1968000.0,755000.0,4070000.0,4638290.0,4722058.0,4962338.0,4696144.0,4467760.0,4215403.0,4320681.0,3099712.0,4066237.0,4137537.0,3688741.0,3572069.0,3452618.0,2311000.0,2200000.0,,
Ireland,Lead,,,35129.0,27420.0,8280.0,50302.0,63792.0,63737.0,61936.0,56798.0,50255.0,51823.0,45139.584,43895.788,52690.782,45381.945,43124.237,35941.575,28729.825,17000.0,17000.0,,
Ireland,Silver,,,,,,,,,3.723,3.659,3.796,3.678,1.344,0.909,1.673,1.197,2.433,1.273,1.076,1.344,1.16,,
Ireland,Zinc,,,151980.0,146197.0,49061.0,357667.0,438299.0,429464.0,425756.0,400898.0,398158.0,389350.0,365333.08,266679.377,348818.635,335460.657,301015.16500000004,263377.167,219996.629,131000.0,132000.0,,
Jamaica,Bauxite,,,,,,,,,,,9116625.0,569065.0,939785.0,1980645.0,3748387.0,3318280.0,1903000.0,2039000.0,2054000.0,1954000.0,1791000.0,1856000.0,
Kazakhstan,Bulk,,,,,,,,,,3801000.0,4252000.0,3902000.0,3934000.0,4030000.0,3916000.0,3515000.0,2906000.0,2706000.0,2569000.0,1067000.0,1087000.0,969000.0,
Kazakhstan,Copper,,,,,,,,,,30657621.5,31763598.8,28932265.6,29354179.7,29779732.1,33946602.2,36105646.4,28780401.5,8522089.3,29635532.1,34895788.6,31048740.7,70838.0,
Kazakhstan,Gold,,,,,,,,,,7.574,7.576,4.216,15.492,17.494,7.249,46.706,20.639,17.192,19.261999999999997,21.549,23.596,19.72,
Kazakhstan,Iron,,,,,,,,,,,,,,2300000.0,2317250.0,2185000.0,2070000.0,1610000.0,1437500.0,1430000.0,1430000.0,1540000.0,
Kazakhstan,Lead,,,,,,,,,,,,,33100.0,35600.0,26800.0,29800.0,25700.0,26300.0,59200.0,57600.0,55600.0,34400.0,
Kazakhstan,Oxide,,,,,,,,,,,,,,,,,,3003000.0,15989000.0,13040000.0,16104000.0,,
Kazakhstan,Silver,,,,,,,,,,618.27,653.212,559.971,735.465,653.721,686.547,511.037,548.266,226.676,272.137,211.473,240.306,144.258,
Kazakhstan,Sulphide,,,,,,,,,,,,,,,,,,,97000.0,13208000.0,25807000.0,,
Kazakhstan,Zinc,,,,,,,,,,198939.1,217617.5,164554.1,446369.1,424488.7,786994.2,401258.1,387501.1,303880.9,283629.8,210500.0,201200.0,172500.0,
Kyrgyzstan,Copper,,,,,,,,,,,,,,,,,426007.77,452081.0,943296.0,929000.4,944579.9,,
Kyrgyzstan,Gold,,,,,,,,,,,,,,,,,,0.545,1.397,2.7089999999999996,4.472,,
Kyrgyzstan,Silver,,,,,,,,,,,,,,,,,,3.644,9.262,7.745,7.527,,
Laos,Bulk,,,,,,,,,,,,,,,3778465.0,3589858.0,1788282.0,,,,,,
Laos,Copper,,,,,,,,,,,,,2603016.0,1883492.0,86295.0,90030.0,88541.0,1937081.0,3046483.0,1398883.0,,,
Laos,Gold,,,,,,,,,,,,,1915176.959,1567434.108,1.989,1.021,0.01,,,,,,
Laos,Silver,,,,,,,,,,,,,,,1.01,2.317,0.02,,,,,,
Liberia,Iron,,,,,,,,,,,,,,2186500.0,5250000.0,6360000.0,7391000.0,6837000.0,3239000.0,3100000.0,7452000.0,7028000.0,
Madagascar,Cobalt,,,,,,,,,,,,,,,492.5,2082.5,2915.0,3464.0,3273.0,3053.0,2852.0,2900.0,
Madagascar,Nickel,,,,,,,,,,,,,,,5695.0,25148.0,37053.0,47271.0,42105.0,35474.0,33185.0,33733.333,
Malaysia,Gold,,,,,,,,,,,,,,,1.591,1.037,1.413,1.025,0.071,0.872,0.826,0.826,
Mali,Gold,,,,9263194.764,10500050.999,10750041.536,11513192.314,12000038.048,12236880.839,11460557.707,11210555.559,11146366.353,11640263.144,12128066.439,11884160.711,10878060.9,10621960.775,8121959.244,8628055.399,10621957.34,10121957.206,,
Mauritania,Copper,,,,,,,,,334.0,35101.0,38401.0,36608.0,36969.0,35281.0,37670.0,37970.0,33079.0,45001.0,32818.0,28791.0,28137.0,,
Mauritania,Gold,,,,,,,,,,1.533,1.752,2.642,2197003.362,11836006.44,23578005.28,26885006.231,16647006.404,5195006.803,7973005.599,6685008.026,8206008.286,,
Mauritania,Sulphide,,,,,,,,,400000.0,2325000.0,3184000.0,2287000.0,2796000.0,2691000.0,3062000.0,2847000.0,3057000.0,4015000.0,3898000.0,3389000.0,3684000.0,,
Mexico,Bulk,,,,,50662.0,99115.0,171155.0,62932254.0,45495443.0,50037707.0,42379518.0,46593952.0,111110662.0,114062427.0,131697790.0,116405631.0,129424130.0,138974758.0,174877867.0,218422393.0,214926733.0,128947612.0,
Mexico,Copper,,,,,,,,332192.79000000004,243641.98,248864.762,153651.394,149338.24099999998,161706.198,311862.191,351015.21900000004,334468.059,384423.971,444911.643,609109.091,594561.8130000001,577223.6680000001,604782.395,
Mexico,Gold,,,,,,,,2141411.183,2633615.898,2835016.493,24734328.752,27573829.682,30040643.712,28381052.287,31598960.916,29929258.562,24533560.389,18738171.838,55.56,56.584,51.193,14.943,
Mexico,Iron,,,,,,,,,,,,,,14915000.0,14627000.0,15155000.0,15495000.0,12450000.0,13595000.0,16950000.0,17655000.0,11865000.0,
